ad_orf_name	db_orf_name	in_screen_1	in_screen_2	in_screen_3	manual_score_growth
YDR004W	YBR270C	0	1	0	4
YIL079C	YPL070W	0	1	0	4
YPL093W	YOL054W	0	1	0	2
YDR375C	YOR285W	0	1	0	4
YJL036W	YDL113C	0	1	0	4
YBL081W	YML064C	0	1	0	4
YMR022W	YMR264W	0	1	0	4
YJR152W	YLL014W	0	1	0	2
YPL148C	YML064C	1	1	0	3
YBR284W	YLR368W	0	1	0	1
YDR311W	YPL065W	0	1	0	3
YIL057C	YLR345W	0	1	0	2
YPR174C	YJL057C	0	1	0	4
YPL148C	YNL189W	0	1	0	3
YHR015W	YOR157C	0	1	0	2
YOR069W	YOR132W	0	1	0	4
YBL049W	YOR275C	0	1	0	2
YPL002C	YLR315W	0	1	0	1
YBR217W	YBL078C	0	1	0	4
YPR174C	YLR050C	0	1	0	3
YCL059C	YML093W	0	1	0	3
YJR058C	YFR043C	0	1	0	4
YDL044C	YNL189W	0	1	0	2
YPL001W	YEL056W	0	1	0	4
YJR015W	YPL096C-A	0	1	0	3
YAL020C	YBL071W-A	0	1	0	4
YDL108W	YPR025C	0	1	0	4
YIL152W	YLR288C	0	1	0	4
YOR158W	YLR031W	0	1	0	3
YBR282W	YMR168C	1	1	0	4
YPL188W	YER094C	0	1	0	2
YOL124C	YNR046W	1	1	0	4
YLR267W	YNL189W	0	1	0	3
YDL043C	YML064C	0	1	0	3
YOL044W	YLR268W	0	1	0	3
YER068W	YGL044C	1	1	0	4
YGL209W	YDL226C	0	1	0	1
YPL059W	YNL189W	1	1	0	2
YKL216W	YNL189W	1	1	0	3
YDL116W	YHR033W	0	1	0	2
YCR095C	YHL029C	1	1	0	4
YGL209W	YGR213C	0	1	0	1
YOR232W	YML051W	0	1	0	2
YCR095C	YNL189W	0	1	0	1
YLR267W	YOR375C	1	1	0	4
YGL209W	YGL007C-A	0	1	0	1
YDR295C	YMR002W	1	1	0	1
YBR270C	YBR165W	0	1	0	1
YPL149W	YBR217W	1	1	0	4
YBR282W	YBR103W	0	1	0	4
YJL163C	YPL192C	0	1	0	4
YOL044W	YPL192C	0	1	0	2
YDL043C	YBR026C	1	1	0	4
YBR270C	YAL036C	0	1	0	1
YBR282W	YGR158C	0	1	0	4
YPR017C	YER126C	0	1	0	4
YLR267W	YPL151C	1	1	0	4
YLR183C	YGR052W	1	1	0	2
YLL049W	YCL032W	0	1	0	2
YMR163C	YGL106W	0	1	0	4
YDR295C	YLR117C	0	1	0	2
YMR163C	YLR117C	0	1	0	4
YOL132W	YMR214W	0	1	0	3
YBR122C	YGL115W	0	1	0	3
YJL044C	YIL041W	0	1	0	4
YGR158C	YDL111C	0	1	0	3
YPR128C	YBL039W-B	0	1	0	4
YKL012W	YDL188C	0	1	0	1
YPL152W	YDL188C	0	1	0	2
YPR083W	YPL151C	0	1	0	2
YJL106W	YER020W	1	1	0	2
YNL055C	YPR103W	0	1	0	3
YJL044C	YOR089C	0	1	0	3
YPR128C	YPR128C	0	1	0	4
YBR257W	YHR062C	0	1	0	4
YMR232W	YGL124C	1	1	0	4
YEL041W	YLR347C	1	1	0	3
YOR259C	YGR158C	0	1	0	3
YEL041W	YDL109C	1	1	0	3
YJR141W	YBR103W	0	1	0	4
YFR035C	YPR174C	0	1	0	3
YMR236W	YGL112C	0	1	0	4
YMR077C	YMR239C	1	1	0	4
YLR313C	YDL097C	1	1	0	4
YDR160W	YNL234W	0	1	0	2
YOR158W	YGR158C	0	1	0	3
YOR158W	YGR052W	0	1	0	1
YOR158W	YMR055C	0	1	0	3
YEL041W	YGR246C	0	1	0	3
YOR158W	YDL097C	0	1	0	3
YIL103W	YHL004W	1	1	0	2
YGL161C	YNL204C	0	1	0	4
YOR223W	YNL204C	0	1	0	4
YPL173W	YNL153C	0	1	0	2
YHR149C	YMR153W	0	1	0	4
YIL164C	YLR291C	0	1	0	3
YDR121W	YJL065C	0	1	0	4
YIR018W	YLR291C	0	1	0	3
YGR048W	YDR148C	0	1	0	2
YGR048W	YEL066W	0	1	0	2
YDL053C	YER016W	1	0	0	4
YDR404C	YDL087C	1	0	0	3
YNL312W	YJL173C	1	0	0	1
YPL059W	YNL051W	1	0	0	2
YIL076W	YGR057C	1	0	0	2
YGL209W	YLR212C	1	0	0	1
YBR282W	YDR079C-A	1	0	0	4
YLL007C	YDL087C	1	0	0	1
YBR282W	YDL087C	1	0	0	4
YER101C	YPR134W	1	0	0	4
YLR288C	YMR193W	1	0	0	2
YJL163C	YLR268W	1	0	0	4
YLR288C	YBR045C	1	0	0	2
YOL110W	YDL015C	1	0	0	2
YJL163C	YLL014W	1	0	0	4
YLR203C	YER143W	1	0	0	2
YML011C	YOR157C	1	0	0	1
YNL214W	YDR484W	1	0	0	2
YPR017C	YCR099C	1	0	0	4
YPL188W	YNL189W	1	0	0	3
YBR168W	YHR150W	1	0	0	4
YBR173C	YGR057C	1	0	0	3
YGL110C	YGR013W	1	0	0	2
YPL148C	YKL192C	1	0	0	2
YDL044C	YDL087C	1	0	0	2
YDR308C	YJL036W	1	0	0	2
YDR357C	YJL036W	1	0	0	4
YNL100W	YBL098W	1	0	0	1
YMR153W	YBR162W-A	1	0	0	2
YLR356W	YGR049W	1	0	0	4
YML016C	YKR072C	1	0	0	2
YDL088C	YBL020W	1	0	0	1
YPL077C	YML064C	1	0	0	3
YDR357C	YML064C	1	0	0	4
YDL097C	YDR179C	1	0	0	2
YBR273C	YGR284C	1	0	0	2
YLR102C	YHR129C	1	0	0	3
YDR137W	YLR327C	1	0	0	2
YAL067W-A	YDL116W	1	0	0	2
YOR075W	YPL070W	1	0	0	3
YOR158W	YMR270C	1	0	0	4
YKL108W	YPR120C	1	0	0	4
YLR226W	YPL070W	1	0	0	4
YOR034C	YOR171C	1	0	0	4
YDR175C	YGL115W	1	0	0	2
YMR153W	YPR174C	1	0	0	3
YNL100W	YDL157C	1	0	0	1
YJL030W	YGL116W	1	0	0	3
YGR235C	YPR128C	1	0	0	3
YLR356W	YNR022C	1	0	0	2
YHR008C	YMR239C	1	0	0	2
YLR224W	YDL132W	1	0	0	2
YHR060W	YGR020C	1	0	0	4
YJL144W	YGL115W	1	0	0	2
YDR084C	YGL198W	1	0	0	3
YGR235C	YOR089C	1	0	0	2
YJR003C	YMR244C-A	1	0	0	2
YKR037C	YDR201W	1	0	0	4
YBL025W	YMR270C	1	0	0	4
YDL097C	YJR055W	1	0	0	4
YMR023C	YLR347C	1	0	0	1
YJR010C-A	YPR159C-A	1	0	0	3
YNL125C	YDR434W	1	0	0	1
YLR233C	YOR287C	1	0	0	4
YPR159W	YGR038W	1	0	0	2
YJR010C-A	YKL119C	1	0	0	3
YPR159W	YPR113W	1	0	0	1
YGL113W	YOR260W	1	0	0	1
YDR260C	YHR166C	1	0	0	3
YOR159C	YFL017W-A	1	0	0	4
YHL006C	YGL190C	1	0	0	2
YAR007C	YNL312W	1	0	0	4
YDL013W	YDR148C	1	0	0	2
YLR291C	YJR050W	1	0	0	1
YGL209W	YML041C	1	0	0	1
YGL209W	YNR035C	1	0	0	2
YPL032C	YPL032C	1	0	0	2
YOR279C	YHR034C	1	0	0	3
YGL209W	YBR270C	1	0	0	2
YHR134W	YOR285W	1	0	0	4
YDR098C	YAL044W-A	1	0	0	2
YLR085C	YML041C	1	0	0	4
YLR197W	YLR197W	1	0	0	4
YOL044W	YER083C	1	0	0	2
YGR222W	YDR328C	1	0	0	3
YDR378C	YER146W	1	0	0	4
YIR010W	YHL004W	1	0	0	1
YMR055C	YLR291C	1	0	0	3
YKL012W	YOR368W	1	0	0	1
YPR083W	YDL087C	1	0	0	1
YKL138C-A	YDL087C	1	0	0	3
YOR159C	YDR378C	1	0	0	4
YGL068W	YPL077C	1	0	0	2
YBR282W	YLR370C	1	0	0	2
YNL100W	YNL093W	1	0	0	2
YDL013W	YMR111C	1	0	0	2
YDR228C	YMR213W	1	0	0	1
YDR295C	YNL107W	1	0	0	2
YPL018W	YKR017C	1	0	0	3
YKL109W	YNL116W	1	0	0	3
YDL013W	YOR285W	1	0	0	2
YGL117W	YNL116W	1	0	0	4
YDR295C	YOR117W	1	0	0	2
YMR153W	YPL191C	1	0	0	3
YPR023C	YNL136W	1	0	0	4
YMR153W	YNL223W	1	0	0	3
YPL149W	YGL115W	1	0	0	4
YBR282W	YLR119W	1	0	0	1
YBR282W	YLR117C	1	0	0	4
YLL007C	YOR380W	1	0	0	2
YKL189W	YDR523C	1	0	0	1
YGL048C	YDL110C	1	0	0	4
YJR010C-A	YLR433C	1	0	0	4
YJR010C-A	YIR022W	1	0	0	4
YOR269W	YCL029C	1	0	0	4
YDR106W	YHR129C	1	0	0	1
YGR048W	YMR144W	1	0	0	2
YGL113W	YPL204W	1	0	0	2
YIR018W	YDR044W	1	0	0	3
YLR356W	YML130C	1	0	0	3
YNL264C	YPL272C	1	0	0	3
YIL103W	YBR270C	1	0	0	3
YLR385C	YCL029C	1	0	0	3
YNL200C	YNL200C	1	0	0	1
YIR018W	YAL044W-A	1	0	0	4
YMR153W	YML051W	1	0	0	4
YJR136C	YAR035W	1	0	0	1
YGR262C	YKR038C	1	0	0	2
YDR308C	YML051W	1	0	0	4
YGR095C	YCR035C	1	0	0	4
YLR197W	YKR092C	1	0	0	4
YJL163C	YNL234W	1	0	0	3
YMR232W	YML064C	1	0	0	2
YNL075W	YLR274W	1	0	0	3
YIL152W	YLR368W	1	0	0	2
YLR313C	YJL061W	1	0	0	1
YDR160W	YJL057C	1	0	0	2
YLR313C	YDR320C-A	1	0	0	2
YOR158W	YIL001W	1	0	0	3
YJR010C-A	YER087C-B	1	0	0	4
YLR291C	YER094C	1	0	0	1
YOR047C	YFR049W	1	0	0	1
YIL103W	YBR052C	1	0	0	3
YHR008C	YOR185C	1	0	0	2
YHR057C	YNL232W	1	0	0	3
YGL161C	YGL095C	1	0	0	1
YER131W	YLR435W	1	0	0	4
YLR356W	YDR486C	1	0	0	1
YJL011C	YKL144C	1	0	0	4
YIL152W	YDR045C	1	0	0	4
YAL034W-A	YJL036W	1	0	0	4
YLR407W	YBR103W	1	0	0	4
YDR160W	YBR162W-A	1	0	0	2
YPL093W	YCR086W	1	0	0	2
YNL147W	YPR182W	1	0	0	3
YOR034C	YBR131W	1	0	0	3
YGR048W	YPL192C	1	0	0	1
YDR416W	YPL211W	1	0	0	1
YML063W	YPL001W	1	0	0	4
YJR043C	YBR088C	1	0	0	1
YJR010C-A	YBR162W-A	1	0	0	3
YEL053C	YCR020C-A	1	0	0	4
YPR159W	YLR065C	1	0	0	1
YJR010C-A	YDR476C	1	0	0	3
YNL125C	YEL042W	1	0	0	1
YMR153W	YCR068W	1	0	0	2
YDL088C	YPR054W	1	0	0	3
YPL173W	YMR168C	1	0	0	2
YMR153W	YHR036W	1	0	0	4
YBR123C	YKL078W	1	0	0	2
YDL088C	YLR201C	1	0	0	1
YKL075C	YOL059W	1	0	0	2
YDL057W	YLR240W	1	0	0	2
YLR288C	YLR213C	1	0	0	2
YGL209W	YJR108W	1	0	0	1
YJL163C	YJL097W	1	0	0	3
YGL209W	YLR246W	1	0	0	1
YLR288C	YKL053C-A	1	0	0	4
YGL209W	YOL038W	1	0	0	1
YGL209W	YDR319C	1	0	0	2
YJL163C	YMR298W	1	0	0	4
YLR183C	YGL090W	1	0	0	2
YPR018W	YPR018W	1	0	0	1
YDL013W	YBR083W	1	0	0	1
YPL018W	YGL091C	1	0	0	3
YKL078W	YDL087C	1	0	0	2
YDL013W	YOR368W	1	0	0	3
YJR050W	YDL087C	1	0	0	4
YOR217W	YGR142W	1	0	0	1
YOL129W	YDR517W	1	0	0	4
YGL113W	YER016W	1	0	0	1
YBR167C	YER094C	1	0	0	4
YNL125C	YHL048W	1	0	0	2
YPR159W	YAL042W	1	0	0	2
YJR010C-A	YGL054C	1	0	0	3
YBR270C	YER094C	1	0	0	2
YNL053W	YPL135W	1	0	0	3
YDR280W	YGR195W	1	0	0	3
YDR308C	YNL086W	1	0	0	2
YGR215W	YJL124C	1	0	0	1
YJR126C	YJR010C-A	1	0	0	2
YNL334C	YML064C	1	0	0	3
YPL166W	YFR021W	1	0	0	2
YPL018W	YER116C	1	0	0	3
YMR153W	YER026C	1	0	0	3
YDR489W	YFR043C	1	0	0	1
YJL173C	YAR007C	1	0	0	1
YDR351W	YKL078W	1	0	0	1
YOL044W	YNL156C	1	0	0	2
YJR015W	YJR010C-A	1	0	0	3
YPR174C	YML064C	1	0	0	4
YDR311W	YNL189W	1	0	0	3
YBR128C	YPL120W	1	0	0	4
YPL018W	YLR291C	1	0	0	4
YKL078W	YLR291C	1	0	0	3
YHL002W	YGR268C	1	0	0	1
YKL109W	YJR062C	1	0	0	1
YBR187W	YDR373W	1	0	0	3
YGL161C	YPL191C	1	0	0	3
YML110C	YLR201C	1	0	0	1
YDR347W	YNL135C	1	0	0	3
YNL100W	YDR265W	1	0	0	2
YNL100W	YOL147C	1	0	0	2
YKL075C	YER127W	1	0	0	2
YGR207C	YPR004C	1	0	0	4
YCR020W-B	YFR004W	1	0	0	4
YMR091C	YFR037C	1	0	0	2
YNL086W	YJL085W	1	0	0	3
YML108W	YPL225W	1	0	0	1
YLR288C	YGR119C	1	0	0	1
YLR183C	YFR022W	1	0	0	3
YGL119W	YCR020C	1	0	0	2
YLR288C	YPL223C	1	0	0	2
YOR279C	YAL036C	1	0	0	1
YPR174C	YPR174C	1	0	0	4
YPL002C	YJR011C	1	0	0	1
YBR182C	YKR027W	1	0	0	4
YBL043W	YLR117C	1	0	0	3
YOL036W	YLR117C	1	0	0	4
YPR166C	YGL181W	1	0	0	4
YBL081W	YGL181W	1	0	0	4
YJR043C	YAR007C	1	0	0	2
YLR170C	YFR043C	1	0	0	4
YLR233C	YDR364C	1	0	0	4
YGR048W	YBR176W	1	0	0	2
YJR050W	YJR050W	1	0	0	3
YMR018W	YMR264W	1	0	0	4
YIR018W	YML064C	1	0	0	3
YLR356W	YML064C	1	0	0	3
YIR015W	YML064C	1	0	0	3
YIL103W	YLR368W	1	0	0	2
YKR022C	YLR368W	1	0	0	1
YML016C	YOR054C	1	0	0	1
YEL044W	YNL059C	1	0	0	3
YJL184W	YKR038C	1	0	0	2
YGR235C	YNL189W	1	0	0	3
YIR015W	YLR345W	1	0	0	2
YDR078C	YHL006C	1	0	0	4
YPR072W	YMR265C	1	0	0	2
YNL100W	YPL099C	1	0	0	2
YNL100W	YFL027C	1	0	0	1
YML054C-A	YPL070W	1	0	0	2
YKL138C-A	YLR031W	1	0	0	4
YFL009W	YDR132C	1	0	0	4
YNL147W	YER146W	1	0	0	4
YGR057C	YOR180C	1	0	0	2
YLR313C	YLR082C	1	0	0	2
YNL073W	YOR368W	1	0	0	4
YNL073W	YER016W	1	0	0	4
YDR323C	YKL218C	1	0	0	2
YGR057C	YLR291C	1	0	0	2
YNL173C	YGL054C	1	0	0	1
YLL027W	YML064C	1	0	0	3
YPL096W	YEL037C	1	0	0	2
YNL086W	YJR046W	1	0	0	3
YDL088C	YJR046W	1	0	0	1
YNL086W	YDL087C	1	0	0	4
YOL024W	YDL087C	1	0	0	4
YOR159C	YOR368W	1	0	0	3
YLR240W	YPL100W	1	0	0	4
YOR072W-B	YLR291C	1	0	0	4
YLR385C	YER016W	1	0	0	1
YGR235C	YKL018C-A	1	0	0	1
YLR356W	YJL112W	1	0	0	2
YOR167C	YNL147W	1	0	0	1
YLL029W	YKR071C	1	0	0	2
YMR137C	YBR088C	1	0	0	3
YLR102C	YJR011C	1	0	0	3
YBR114W	YJL036W	1	0	0	1
YKL012W	YJL036W	1	0	0	4
YIR010W	YLR347C	1	0	0	2
YPL155C	YBL031W	1	0	0	2
YLR440C	YLR452C	1	0	0	3
YNL125C	YDR236C	1	0	0	2
YPR159W	YDR284C	1	0	0	2
YPR159W	YNL111C	1	0	0	2
YDR416W	YDR088C	1	0	0	1
YDR416W	YHL004W	1	0	0	3
YEL029C	YOR385W	1	0	0	3
YDR351W	YJR046W	1	0	0	1
YHR067W	YGR057C	1	0	0	2
YLR183C	YNL099C	1	0	0	2
YNR019W	YIL089W	1	0	0	1
YNL072W	YGR210C	1	0	0	4
YLR356W	YNL315C	1	0	0	3
YLR385C	YHL004W	1	0	0	2
YJR003C	YGR129W	1	0	0	2
YGR235C	YOL147C	1	0	0	3
YIR018W	YER009W	1	0	0	1
YIL103W	YJR097W	1	0	0	3
YLR292C	YDR079C-A	1	0	0	4
YLR433C	YDR079C-A	1	0	0	2
YKR037C	YDR320C-A	1	0	0	4
YGL174W	YOL159C-A	1	0	0	2
YNL086W	YDR320C-A	1	0	0	4
YGL119W	YNL211C	1	0	0	1
YJL155C	YLR345W	1	0	0	4
YLR097C	YOR133W	1	0	0	3
YGL209W	YML012W	1	0	0	2
YMR100W	YIR016W	1	0	0	2
YFR051C	YNL258C	1	0	0	3
YDR436W	YPR005C	1	0	0	3
YPR113W	YDR517W	1	0	0	4
YJL023C	YOR229W	1	0	0	2
YJL012C	YPR178W	1	0	0	2
YKL192C	YDL134C	1	0	0	3
YMR028W	YDL134C	1	0	0	3
YNL100W	YJL136C	1	0	1	3
YKL108W	YNL193W	1	0	1	4
YBL066C	YPR040W	1	0	0	2
YNL302C	YIL106W	1	0	0	4
YLR048W	YKR057W	1	0	0	2
YGR214W	YKR057W	1	0	0	3
YHL004W	YML088W	1	0	0	1
YBL090W	YML088W	1	0	0	1
YOR159C	YBL026W	1	0	0	3
YHR072W-A	YLR175W	1	0	1	4
YLR441C	YML088W	1	0	1	1
YPR178W	YLR438C-A	1	0	1	4
YER032W	YAR033W	1	0	0	2
YGR249W	YML088W	1	0	0	1
YPR178W	YBL026W	1	0	0	2
YOR015W	YML088W	1	0	0	1
YHR180W	YGL041W-A	1	0	0	4
YGR280C	YPL222W	1	0	0	4
YCL033C	YDR422C	1	0	0	3
YPL107W	YPL222W	1	0	0	3
YDR477W	YDR422C	1	0	0	4
YMR150C	YMR276W	1	0	0	4
YOL029C	YJL187C	1	0	0	4
YMR140W	YGL087C	1	0	1	4
YBR068C	YPR170W-B	1	0	0	1
YGR048W	YDR480W	1	0	1	3
YER116C	YIL106W	1	0	0	4
YLL027W	YMR308C	1	0	0	2
YGR048W	YLR328W	1	0	0	1
YPR176C	YKR004C	1	0	0	4
YLR275W	YBL026W	1	0	0	4
YIL043C	YML088W	1	0	0	1
YER007W	YLR438C-A	1	0	0	3
YLR346C	YML088W	1	0	0	1
YLL053C	YML088W	1	0	0	1
YGR048W	YDL130W-A	1	0	0	2
YGR048W	YNR012W	1	0	0	2
YNL334C	YMR096W	1	0	0	4
YHR036W	YNR026C	1	0	0	1
YGR048W	YKR034W	1	0	1	2
YGR048W	R0020C	1	0	0	1
YLR281C	YGR198W	1	0	0	4
YNR039C	YNL146W	1	0	0	1
YPL096W	YMR276W	1	0	1	2
YDR416W	YMR124W	1	0	0	2
YFR027W	YGR198W	1	0	0	4
YDR192C	YGR161W-C	1	0	0	2
YPR159W	YHR123W	1	0	1	1
YPR159W	YNL130C	1	0	0	1
YNR039C	YPL218W	1	0	1	2
YNL125C	YPL218W	1	0	1	1
YEL025C	YJR103W	1	0	0	3
YNL196C	YDR424C	1	0	0	4
YBL097W	YDR439W	1	0	0	2
YJR015W	YGL194C-A	1	0	1	1
YDR468C	YML088W	1	0	0	1
YPR015C	YNL193W	1	0	0	2
YAL036C	YML088W	1	0	0	1
YOL086C	YML088W	1	0	0	2
YBR182C	YNL193W	1	0	0	4
YMR231W	YJL141C	1	0	0	3
YFR015C	YJL137C	1	0	1	2
YCL009C	YML088W	1	0	0	2
YLL006W-A	YML088W	1	0	0	2
YPR174C	YDR367W	1	0	1	3
YOR018W	YDR422C	1	0	0	2
YDR317W	YPL222W	1	0	0	3
YCR086W	YFR028C	1	0	0	2
YNL141W	YBR280C	1	0	0	3
YJR015W	YPL218W	1	0	0	2
YGL215W	YDR006C	1	0	0	2
YBR228W	YGR198W	1	0	0	3
YKL204W	YGR198W	1	0	0	4
YLR264W	YGR198W	1	0	0	4
YLR335W	YGR161W-C	1	0	0	2
YGR168C	YGR183C	1	0	0	1
YPL180W	YNL193W	1	0	0	2
YDL242W	YNL193W	1	0	0	2
YLR264W	YPL222W	1	0	1	4
YDR071C	YER089C	1	0	0	2
YHR008C	YMR308C	1	0	0	3
YBR077C	YKR007W	1	0	0	4
YLR288C	YNL067W-B	1	0	0	2
YNL214W	YKR057W	1	0	0	2
YMR090W	YML088W	1	0	0	1
YGL119W	YDL242W	1	0	0	1
YER068W	YBR082C	1	0	0	2
YPL199C	YNL044W	1	0	0	1
YGR106C	YGL041W-A	1	0	1	4
YDL147W	YDR427W	1	0	1	4
YOR279C	YDL042C	1	0	1	3
YGR078C	YLR200W	1	0	0	4
YJL163C	YNL146W	1	0	0	4
YJL163C	YHR123W	1	0	0	3
YDR516C	YCL040W	1	0	0	4
YML088W	YDR328C	1	0	1	4
YLR335W	YER009W	1	0	0	3
YHR170W	YLR291C	1	0	1	4
YDL242W	YDL160C-A	1	0	1	3
YLR264W	YGL222C	1	0	0	4
YKR036C	YBR131W	1	0	0	3
YDR312W	YPR143W	1	0	0	3
YHR097C	YFR022W	1	0	0	2
YLR148W	YMR231W	1	0	0	3
YLR335W	YMR239C	1	0	0	4
YER173W	YOL094C	1	0	0	4
YBL026W	YDR378C	1	0	0	2
YKR036C	YIL065C	1	0	0	4
YDL242W	YOL069W	1	0	0	4
YIR024C	YOL069W	1	0	0	2
YCR095W-A	YDL226C	1	0	0	4
YBL026W	YLR275W	1	0	0	1
YCR028C-A	YNL189W	1	0	0	3
YBR181C	YEL053C	1	0	0	1
YER173W	YNL290W	1	0	0	4
YIR024C	YLR315W	1	0	0	2
YDL242W	YLR315W	1	0	0	4
YER173W	YAR007C	1	0	0	3
YPR010C-A	YER083C	1	0	0	2
YGR067C	YDR142C	1	0	0	3
YGR029W	YER009W	1	0	0	2
YPL268W	YDL166C	1	0	0	1
YJR128W	YBR175W	1	0	0	1
YGR018C	YLR291C	1	0	0	3
YPL268W	YOR368W	1	0	0	2
YER007C-A	YJR014W	1	0	0	4
YJR128W	YCR020C-A	1	0	0	3
YHR041C	YGR104C	1	0	0	3
YMR032W	YKL059C	1	0	0	1
YJR128W	YGR250C	1	0	0	2
YIL105W-A	YPL049C	1	0	0	3
YGR067C	YFR050C	1	0	0	2
YOR388C	YNL189W	1	0	0	2
YJR128W	YNL189W	1	0	1	4
YOR233W	YJL057C	1	0	0	2
YMR032W	YOR181W	1	0	0	4
YIL105W-A	YGR178C	1	0	0	3
YIL105W-A	YDL053C	1	0	0	3
YJR128W	YDL134C	1	0	0	4
YGR067C	YGL215W	1	0	0	2
YPL164C	YLR035C	1	0	0	1
YGR018C	YGR142W	1	0	0	3
YEL013W	YPL135W	1	0	0	4
YEL013W	YMR251W-A	1	0	0	4
YGR034W	YLR212C	1	0	0	4
YBR002C	YKR021W	1	0	0	1
YIL148W	YKR021W	1	0	1	3
YDL098C	YOR226C	1	0	1	2
YML094W	YGL238W	1	0	0	2
YDL098C	YJR046W	1	0	1	2
YPR063C	YIL089W	1	0	0	4
YDR439W	YCR086W	1	0	1	2
YJL177W	YKR048C	1	0	1	4
YKL057C	YGR119C	1	0	0	3
YOL051W	YFR022W	1	0	0	2
YDL098C	YGL016W	1	0	0	3
YCR054C	YDL230W	1	0	0	2
YJL177W	YMR139W	1	0	0	2
YDL098C	YML064C	1	0	0	1
YBL068W	YKL181W	1	0	0	1
YLR078C	YDR076W	1	0	0	4
YDL098C	YNL189W	1	0	0	4
YGR034W	YPL208W	1	0	0	4
YGL129C	YBR030W	1	0	0	4
YER180C-A	YDR295C	1	0	0	2
YIL052C	YPL204W	1	0	0	3
YML094W	YDR395W	1	0	0	3
YKL099C	YOL054W	1	0	0	4
YIL092W	YLR423C	1	0	0	3
YDL049C	YJR110W	1	0	0	1
YFL024C	YER094C	1	0	0	3
YKR019C	YIL150C	1	0	0	3
YIL092W	YGR158C	1	0	0	4
YFL024C	YHR090C	1	0	1	3
YKL134C	YMR184W	1	1	0	4
YIL092W	YML064C	1	0	0	4
YJL024C	YPL195W	1	0	0	3
YER124C	YML051W	1	0	0	4
YIL111W	YHR051W	1	0	1	4
YBR203W	YOL054W	1	0	0	3
YDR425W	YJR110W	0	0	1	2
YEL063C	YML132W	0	0	1	3
YDR477W	YGL115W	0	0	1	4
YDR477W	YGL179C	0	0	1	3
YJR128W	YBR056W-A	0	0	1	4
YJR128W	YDR045C	0	0	1	3
YPL222W	YMR244C-A	0	0	1	2
YDR422C	YDL044C	0	0	1	1
YKR019C	YBR260C	0	1	0	4
YDL098C	YLR291C	0	0	1	4
YGR034W	YNL153C	0	0	1	2
YLL027W	YLR048W	0	0	1	3
YNL125C	YOL073C	0	0	1	1
YDR175C	YLR048W	0	0	1	2
YOR110W	YML088W	0	0	1	1
YOR158W	YGL019W	0	0	1	3
YIL092W	YNL193W	0	0	1	4
YHL043W	YDL226C	0	0	1	4
YMR276W	YLR167W	0	0	1	3
YGL209W	YGL041W-A	0	0	1	1
YML094W	YOR185C	0	0	1	3
YBR255C-A	YCL056C	0	0	1	3
YPL068C	YDR161W	0	0	1	3
YCL051W	YDR523C	0	0	1	2
YGL211W	YJR011C	0	0	1	3
YBR054W	YML088W	0	0	1	1
YBR199W	YCL005W-A	0	0	1	2
YBL056W	YML088W	0	0	1	1
YER137C	YER137C	0	0	1	2
YJR128W	YGR268C	0	0	1	3
YJR128W	YLR291C	0	0	1	3
YNR039C	YPR170W-B	0	0	1	2
YLR048W	YJL136C	0	0	1	1
YKL156W	YDL134C	0	0	1	1
YKR057W	YGR214W	0	0	1	3
YDL200C	YLR048W	0	0	1	4
YJL136C	YLR048W	0	0	1	4
YDR020C	YNR012W	0	0	1	3
YDL049C	YNL044W	0	0	1	4
YNL036W	YLR291C	0	0	1	1
YPL173W	YLR048W	0	0	1	3
YGL209W	YLR048W	0	0	1	3
YJR050W	YLR048W	0	0	1	4
YKL049C	YGR108W	0	0	1	2
YKL075C	YIL018W	0	0	1	2
YIL152W	YLR048W	0	0	1	3
YOR313C	YLR048W	0	0	1	4
YOR158W	YGR214W	0	0	1	3
YOR158W	YLR048W	0	0	1	3
YGR161C	YDL134C	0	0	1	4
YOR015W	YPR170W-B	0	0	1	3
